flickr_id,height,width,framerate,mos
MusicVideo_480P-5830,480,640,30,3.045
MusicVideo_480P-6026,480,640,30,3.033
MusicVideo_480P-61ba,480,720,30,1.756
MusicVideo_480P-6fb6,480,640,30,3.611
MusicVideo_480P-7643,480,1080,30,3.093
MusicVideo_480P-7955,480,854,30,3.509
MusicVideo_720P-0355,720,1280,30,1.907
MusicVideo_720P-0752,720,1280,30,4.365
MusicVideo_720P-14f0,720,1280,30,2.382
MusicVideo_720P-2d7d,720,1280,30,2.988
MusicVideo_720P-3698,720,1280,30,4.378
MusicVideo_720P-3c4c,720,1280,30,4.135
MusicVideo_720P-44c1,720,1280,30,4.499
MusicVideo_720P-4895,720,1280,30,4.173
MusicVideo_720P-4ad2,720,1280,30,3.756
MusicVideo_720P-575d,720,1280,30,3.242
MusicVideo_720P-5c9c,720,1280,30,2.471
MusicVideo_720P-62df,720,1280,30,4.246
MusicVideo_720P-734f,720,1280,30,3.848
MusicVideo_720P-7bcf,720,1280,30,3.536
NewsClip_1080P-00c3,1080,1920,30,4.421
NewsClip_1080P-06df,1080,1920,30,4.489
NewsClip_1080P-0abf,1080,1920,30,3.672
NewsClip_1080P-1db0,1080,1920,30,4.141
NewsClip_1080P-22b3,1080,1440,30,3.812
NewsClip_1080P-27fb,1080,1920,30,4.002
NewsClip_1080P-2eb0,1080,1920,30,4.484
NewsClip_1080P-3427,1080,1920,30,4.382
NewsClip_1080P-3c7c,1080,1920,30,4.462
NewsClip_1080P-4241,1080,1920,30,3.936
NewsClip_1080P-48ae,1080,1920,30,3.887
NewsClip_1080P-5b53,1080,1920,30,4.45
NewsClip_1080P-5be1,1080,1920,30,4.065
NewsClip_1080P-632e,1080,1920,30,3.517
NewsClip_1080P-67dc,1080,1920,30,3.977
NewsClip_360P-0376,360,640,30,3.095
NewsClip_360P-0ff8,360,640,30,3.518
NewsClip_360P-1093,360,480,30,3.1
NewsClip_360P-1b1c,360,640,30,3.514
NewsClip_360P-1e1c,360,480,30,3.254
NewsClip_360P-22ce,360,480,30,2.698
NewsClip_360P-274e,360,480,30,3.332
NewsClip_360P-2986,360,640,30,2.902
NewsClip_360P-2c91,320,480,30,2.859
NewsClip_360P-3451,320,480,30,2.121
NewsClip_360P-4288,352,640,30,3.393
NewsClip_360P-439a,320,480,30,3.282
NewsClip_360P-4417,320,480,30,2.924
NewsClip_360P-5052,360,640,30,2.095
NewsClip_360P-5752,360,480,30,3.346
NewsClip_360P-5bcc,360,480,30,2.864
NewsClip_360P-5f3b,360,480,30,2.298
NewsClip_360P-66ae,360,480,30,3.218
NewsClip_360P-67ce,360,640,30,3.196
NewsClip_360P-7a96,360,480,30,2.291
NewsClip_480P-0269,480,720,30,3.04
NewsClip_480P-0ce5,480,720,30,3.265
NewsClip_480P-15fa,480,640,30,3.581
NewsClip_480P-2407,480,640,30,2.688
NewsClip_480P-28eb,480,728,30,2.998
NewsClip_480P-2b9b,480,640,30,2.421
NewsClip_480P-2ba7,480,640,30,2.791
NewsClip_480P-31bd,480,854,30,3.61
NewsClip_480P-3672,480,640,30,3.802
NewsClip_480P-36d0,480,640,30,3.764
NewsClip_480P-437c,480,720,30,3.011
NewsClip_480P-49c9,480,640,30,3.975
NewsClip_480P-4a9f,480,720,30,2.983
NewsClip_480P-543f,480,856,30,3.423
NewsClip_480P-5a3b,480,640,30,2.237
NewsClip_480P-5e7f,480,640,30,3.105
NewsClip_480P-606e,480,856,30,2.921
NewsClip_480P-6615,480,854,30,3.51
NewsClip_480P-696e,480,640,30,3.102
NewsClip_480P-6bfa,480,640,30,3.793
NewsClip_480P-7232,480,856,30,2.991
NewsClip_480P-72b8,480,640,30,3.407
NewsClip_480P-7a0d,480,640,30,3.754
NewsClip_720P-04ba,720,1280,30,3.49
NewsClip_720P-0c81,720,1280,30,3.893
NewsClip_720P-1971,720,1280,30,4.272
NewsClip_720P-2182,720,1280,30,3.494
NewsClip_720P-23e0,720,1280,30,4.11
NewsClip_720P-2882,720,1280,30,3.667
NewsClip_720P-35d9,720,1280,30,3.017
NewsClip_720P-37f7,720,1280,30,3.716
NewsClip_720P-4603,720,1280,30,3.454
NewsClip_720P-4e87,720,1280,30,4.368
NewsClip_720P-5564,720,1280,30,4.377
NewsClip_720P-5787,720,1280,30,4.483
NewsClip_720P-579b,720,1280,30,2.866
NewsClip_720P-6016,720,1280,30,4.522
NewsClip_720P-6106,720,1280,30,2.996
NewsClip_720P-672c,720,1280,30,3.987
NewsClip_720P-6a19,720,1280,30,3.547
NewsClip_720P-6cde,720,1280,30,4.297
NewsClip_720P-72d2,720,1280,30,4.357
NewsClip_720P-739b,720,1280,30,4.007
NewsClip_720P-7745,720,1280,30,4.528
NewsClip_720P-7b7e,720,1280,30,4.145
NewsClip_720P-7b97,720,1280,30,2.803
NewsClip_720P-7c67,720,1280,30,4.434
NewsClip_720P-7e56,720,1280,30,4.41
Sports_1080P-0640,1080,1920,30,3.524
Sports_1080P-08e1,1080,1920,30,4.224
Sports_1080P-0d0c,1080,1920,30,3.98
Sports_1080P-15d1,1080,1920,30,4.57
Sports_1080P-19d8,1080,1920,30,4.472
Sports_1080P-1ae3,1080,1440,30,3.352
Sports_1080P-1bf7,1080,1920,30,4.49
Sports_1080P-1d78,1080,1920,30,3.378
Sports_1080P-241e,1080,1920,30,4.411
Sports_1080P-2524,1080,1920,30,3.662
Sports_1080P-28a6,1080,1920,30,4.452
Sports_1080P-2a21,1080,1920,30,3.231
Sports_1080P-3a3b,1080,1440,30,3.669
Sports_1080P-3db7,1080,1440,30,4.021
Sports_1080P-3eb0,1080,1920,30,3.819
Sports_1080P-43e2,1080,1920,30,4.414
Sports_1080P-47e9,1080,1920,30,4.106
Sports_1080P-49c5,1080,1920,30,4.142
Sports_1080P-4e05,1080,1920,30,3.445
Sports_1080P-53a0,1080,1920,30,3.429
Sports_1080P-5d25,1080,1920,30,3.478
Sports_1080P-6571,1080,1920,30,3.652
Sports_1080P-6710,1080,1920,30,4.335
Sports_1080P-679d,1080,1920,30,4.366
Sports_1080P-7203,1080,1920,30,3.91
Sports_1080P-7584,1080,1920,30,3.755
Sports_1080P-76a2,1080,1920,30,4.054
Sports_1080P-7dba,1080,1440,30,3.718
Sports_2160P-0455,2160,3840,30,4.287
Sports_2160P-086d,2160,3840,30,4.376
Sports_2160P-1261,2160,3840,30,4.114
Sports_2160P-1733,2160,3840,30,4.373
Sports_2160P-1b70,2160,3840,30,4.508
Sports_2160P-1ddc,2160,3840,30,3.466
Sports_2160P-210c,2160,3840,30,4.462
Sports_2160P-2626,2160,3840,30,4.388
Sports_2160P-279f,2160,3840,30,4.526
Sports_2160P-2a83,2160,3840,30,4.002
Sports_2160P-2e1d,2160,3840,30,4.457
Sports_2160P-300d,2160,3840,30,3.67
Sports_2160P-324e,2160,3840,30,4.317
Sports_2160P-349c,2160,3840,30,4.302
Sports_2160P-3794,2160,3840,30,3.158
Sports_2160P-391a,2160,3840,30,4.281
Sports_2160P-3a9a,2160,3840,30,3.633
Sports_2160P-3d85,2160,3840,30,4.517
Sports_2160P-4024,2160,3840,30,4.054
Sports_2160P-4201,2160,3840,30,4.012
Sports_2160P-49f1,2160,3840,30,4.287
Sports_2160P-4aae,2160,3840,30,4.323
Sports_2160P-4e9f,2160,3840,30,4.405
Sports_2160P-5ef3,2160,3840,30,4.209
Sports_2160P-69b9,2160,3840,30,4.564
Sports_2160P-6b28,2160,3840,30,4.391
Sports_2160P-7165,2160,3840,30,4.351
Sports_2160P-7a11,2160,3840,30,4.373
Sports_2160P-7af7,2160,3840,30,3.95
Sports_2160P-7af8,2160,3840,30,3.563
Sports_2160P-7bbe,2160,3840,30,4.343
Sports_360P-02c3,360,640,30,3.396
Sports_360P-0c66,360,720,30,3.097
Sports_360P-11b7,360,480,30,2.401
Sports_360P-1803,400,720,30,3.593
Sports_360P-1d5c,360,640,30,3.781
Sports_360P-2725,352,640,30,2.862
Sports_360P-27b0,352,640,30,2.82
Sports_360P-2ace,412,720,30,3.444
Sports_360P-2e48,384,512,30,2.744
Sports_360P-301d,400,720,30,3.667
Sports_360P-32d3,352,640,30,3.012
Sports_360P-3960,360,480,30,2.787
Sports_360P-3e68,360,640,30,2.508
Sports_360P-4545,464,624,30,2.432
Sports_360P-4802,468,628,30,2.582
Sports_360P-4ad7,468,632,30,2.327
Sports_360P-50fd,366,718,30,3.011
Sports_360P-5252,464,624,30,2.538
Sports_360P-5ded,384,684,30,3.784
Sports_360P-61f6,400,720,30,3.393
Sports_360P-65f3,360,360,30,2.826
Sports_360P-6b4f,406,720,30,2.981
Sports_360P-6c6f,360,480,30,2.556
Sports_360P-6f62,360,640,30,3.594
Sports_360P-7f50,464,624,30,1.963
Sports_480P-0623,576,720,30,3.106
Sports_480P-0827,576,720,30,2.914
Sports_480P-0af9,480,640,30,3.765
Sports_480P-0bb9,576,720,30,3.419
Sports_480P-0efe,480,848,30,3.673
Sports_480P-1019,576,768,30,3.316
Sports_480P-1056,576,720,30,3.149
Sports_480P-11ec,480,720,30,1.612
Sports_480P-1396,576,720,30,3.459
Sports_480P-19e4,480,854,30,3.835
Sports_480P-1d1b,576,768,30,2.177
Sports_480P-1fe9,480,720,30,1.706
Sports_480P-2053,576,720,30,3.149
Sports_480P-211f,480,352,30,2.715
Sports_480P-2dfe,576,720,30,2.401
Sports_480P-3195,576,720,30,3.537
Sports_480P-3404,480,854,30,3.533
Sports_480P-35ea,480,720,30,3.668
Sports_480P-3ca4,576,720,30,2.389
Sports_480P-3dfd,480,640,30,3.498
Sports_480P-3f50,540,960,30,4.234
Sports_480P-41a5,480,854,30,1.97
Sports_480P-44e5,576,720,30,3.17
Sports_480P-4cf8,576,720,30,2.023
Sports_480P-5224,480,640,30,2.866
Sports_480P-5871,480,640,30,2.698
Sports_480P-5f38,640,360,30,3.771
Sports_480P-6508,576,720,30,3.448
Sports_480P-6e41,576,720,30,3.306
Sports_480P-77e3,480,720,30,3.053
Sports_480P-7f7e,576,720,30,1.953
Sports_720P-00a1,960,1280,30,4.061
Sports_720P-0104,720,1280,30,4.223
Sports_720P-058f,720,1280,30,4.28
Sports_720P-07d0,720,1280,30,3.863
Sports_720P-0b9e,720,1280,30,3.942
Sports_720P-17fb,720,1280,30,3.591
Sports_720P-2191,720,1280,30,3.789
Sports_720P-2234,720,1280,30,4.16
Sports_720P-2632,720,1280,30,3.884
Sports_720P-2c06,720,1280,30,3.978
Sports_720P-2c80,720,1280,30,3.136
Sports_720P-3072,720,1280,30,3.18
Sports_720P-3338,720,1280,30,4.483
Sports_720P-33c6,720,1280,30,2.985
Sports_720P-38a1,720,1280,30,3.165
Sports_720P-3eb4,720,1280,30,3.802
Sports_720P-3ffe,720,1280,30,3.011
Sports_720P-4b69,720,1280,30,3.903
Sports_720P-4c6f,720,1280,30,4.105
Sports_720P-50cf,720,1280,30,3.372
Sports_720P-531c,720,1280,30,4.555
Sports_720P-5833,720,1280,30,3.205
Sports_720P-5ae1,720,1280,30,4.333
Sports_720P-5bfd,960,1280,30,4.677
Sports_720P-5e39,720,1280,30,3.685
Sports_720P-5ea4,720,1280,30,4.238
Sports_720P-62ba,720,1280,30,2.965
Sports_720P-675b,720,1280,30,3.201
Sports_720P-69a0,720,1280,30,3.878
Sports_720P-6bb7,720,1280,30,3.882
Sports_720P-6d04,720,1280,30,3.783
Sports_720P-7ba7,720,1280,30,3.566
TelevisionClip_1080P-0604,1080,1920,30,3.765
TelevisionClip_1080P-3758,1080,1920,30,4.313
TelevisionClip_1080P-39e3,1080,1440,30,4.607
TelevisionClip_1080P-3b9b,1080,1920,30,4.251
TelevisionClip_1080P-3d10,1080,1920,30,4.052
TelevisionClip_1080P-3d83,1080,1920,30,3.382
TelevisionClip_1080P-3e42,1080,1440,30,1.989
TelevisionClip_1080P-401e,1080,1920,30,4.227
TelevisionClip_1080P-4c24,1080,1920,30,4.334
TelevisionClip_1080P-525d,1080,1920,30,4.273
TelevisionClip_1080P-5278,1080,1920,30,4.099
TelevisionClip_1080P-5e68,1080,1920,30,4.604
TelevisionClip_1080P-6026,1080,1920,30,4.415
TelevisionClip_1080P-6282,1080,1920,30,4.199
TelevisionClip_1080P-63e6,1080,1920,30,4.228
TelevisionClip_1080P-68c6,1080,1920,30,4.561
TelevisionClip_360P-0951,360,642,30,2.511
TelevisionClip_360P-11d5,360,540,30,2.842
TelevisionClip_360P-29f1,360,480,30,2.581
TelevisionClip_360P-3b9a,360,480,30,2.883
TelevisionClip_360P-74dd,360,640,30,3.58
TelevisionClip_360P-7b23,360,640,30,2.997
TelevisionClip_480P-09d8,480,640,30,2.908
TelevisionClip_480P-0e46,480,640,30,2.881
TelevisionClip_480P-19d3,480,854,30,3.442
TelevisionClip_480P-1b49,480,640,30,3.183
TelevisionClip_480P-27ca,480,640,30,3.475
TelevisionClip_480P-30b6,480,640,30,2.609
TelevisionClip_480P-3284,480,656,30,3.169
TelevisionClip_480P-3617,480,848,30,2.312
TelevisionClip_480P-373d,480,720,30,3.044
TelevisionClip_480P-3c64,480,640,30,3.456
TelevisionClip_480P-415c,480,720,30,3.544
TelevisionClip_480P-436c,480,368,30,2.823
TelevisionClip_480P-4c6b,480,720,30,3.85
TelevisionClip_480P-59f0,480,640,30,2.896
TelevisionClip_480P-723e,480,640,30,2.882
TelevisionClip_720P-1862,720,1280,30,3.238
TelevisionClip_720P-19de,720,1280,30,4.346
TelevisionClip_720P-1b61,720,1280,30,4.299
TelevisionClip_720P-31ce,720,1280,30,4.324
TelevisionClip_720P-3f4c,720,1280,30,2.515
TelevisionClip_720P-44d1,720,1280,30,3.839
TelevisionClip_720P-4edb,720,1280,30,4.015
TelevisionClip_720P-5e93,720,1280,30,4.292
TelevisionClip_720P-7c06,720,1280,30,4.396
VerticalVideo_1080P-04d4,1920,1080,30,4.15
VerticalVideo_1080P-1ac1,1920,1080,30,3.979
VerticalVideo_1080P-1c86,1920,1080,30,1.848
VerticalVideo_1080P-2f00,1920,1080,30,4.36
VerticalVideo_1080P-34ba,1920,1080,30,3.382
VerticalVideo_1080P-360f,2220,1080,30,4.189
VerticalVideo_1080P-3709,1920,1080,30,4.367
VerticalVideo_1080P-3a9b,1920,1080,30,4.432
VerticalVideo_1080P-3d96,1920,1080,30,4.452
VerticalVideo_1080P-4925,1920,1080,30,4.496
VerticalVideo_1080P-4b92,1920,1080,30,4.119
VerticalVideo_1080P-4da5,2560,1440,30,4.257
VerticalVideo_1080P-73b6,1920,1080,30,4.034
VerticalVideo_1080P-766b,1920,1080,30,3.305
VerticalVideo_1080P-7c5c,1920,1080,30,3.78
VerticalVideo_1080P-7cf3,1920,1080,30,3.955
VerticalVideo_2160P-6d62,3840,2160,30,4.199
VerticalVideo_360P-0d29,640,480,30,2.809
VerticalVideo_360P-1424,800,480,30,3.732
VerticalVideo_360P-145e,640,480,30,2.606
VerticalVideo_360P-2bb0,720,480,30,3.073
VerticalVideo_360P-2fa3,720,540,30,4.331
VerticalVideo_360P-3936,480,270,30,3.794
VerticalVideo_360P-3b4e,640,480,30,3.576
VerticalVideo_360P-5429,640,352,30,3.616
VerticalVideo_360P-54f7,800,480,30,4.146
VerticalVideo_360P-634f,768,432,30,4.523
VerticalVideo_360P-6490,720,480,30,2.973
VerticalVideo_360P-6ff2,640,480,30,3.543
VerticalVideo_360P-70a9,720,480,30,2.814
VerticalVideo_360P-7ba8,720,720,30,3.563
VerticalVideo_360P-7ec3,720,406,30,3.909
VerticalVideo_480P-1bb9,1024,768,30,3.825
VerticalVideo_480P-2fa4,1080,608,30,4.133
VerticalVideo_480P-34b9,856,480,30,3.527
VerticalVideo_480P-3a6a,854,480,30,4.337
VerticalVideo_480P-419c,848,480,30,3.78
VerticalVideo_480P-467e,854,480,30,3.383
VerticalVideo_480P-550d,1080,608,30,3.832
VerticalVideo_480P-572a,856,480,30,3.499
VerticalVideo_480P-7278,1088,612,30,3.005
VerticalVideo_480P-790a,1080,720,30,4.248
VerticalVideo_720P-0750,1280,720,30,3.71
VerticalVideo_720P-0dac,1280,720,30,2.934
VerticalVideo_720P-0f61,1324,740,30,4.522
VerticalVideo_720P-19fa,1280,720,30,4.269
VerticalVideo_720P-1ada,1280,720,30,3.532
VerticalVideo_720P-2efc,1280,720,30,3.523
VerticalVideo_720P-42f2,1280,720,30,3.199
VerticalVideo_720P-456c,1280,720,30,3.711
VerticalVideo_720P-4730,1280,720,30,4.107
VerticalVideo_720P-4ca7,1332,748,30,4.442
VerticalVideo_720P-6580,1280,720,30,2.979
VerticalVideo_720P-665d,1280,720,30,4.023
VerticalVideo_720P-669d,1280,720,30,4.176
VerticalVideo_720P-7517,1334,750,30,4.271
VerticalVideo_720P-7859,1280,720,30,3.603
VerticalVideo_720P-7c1d,1280,720,30,4.502
Vlog_1080P-010b,1080,1920,30,4.185
Vlog_1080P-18da,1080,1920,30,4.442
Vlog_1080P-19bb,1080,1920,30,3.076
Vlog_1080P-1df9,1080,1920,30,4.134
Vlog_1080P-1e70,1080,1920,30,2.442
Vlog_1080P-21f5,1080,1920,30,3.327
Vlog_1080P-2394,1080,1920,30,4.641
Vlog_1080P-23cb,1080,1920,30,3.069
Vlog_1080P-25de,1080,1920,30,1.914
Vlog_1080P-26dc,1080,1920,30,3.685
Vlog_1080P-2cda,1080,1920,30,4.429
Vlog_1080P-35cd,1080,1920,30,3.196
Vlog_1080P-3744,1080,1920,30,3.948
Vlog_1080P-45c9,1080,1920,30,2.888
Vlog_1080P-4f26,1080,1920,30,3.962
Vlog_1080P-52fe,1080,1920,30,3.838
Vlog_1080P-5904,1080,1920,30,4.365
Vlog_1080P-62fc,1080,1920,30,4.255
Vlog_1080P-64b6,1088,1088,30,4.192
Vlog_1080P-6686,1080,1920,30,3.926
Vlog_1080P-7e8c,1080,1920,30,3.042
Vlog_2160P-030a,2160,3840,30,2.448
Vlog_2160P-0577,2160,3840,30,4.27
Vlog_2160P-059c,2160,3840,30,4.441
Vlog_2160P-09c9,2160,3840,30,2.876
Vlog_2160P-13a1,2160,3840,30,3.859
Vlog_2160P-13fe,2160,3840,30,3.992
Vlog_2160P-19f9,2160,3840,30,3.919
Vlog_2160P-1ff6,2160,3840,30,3.29
Vlog_2160P-255c,2160,3840,30,4.443
Vlog_2160P-2953,2160,3840,30,3.467
Vlog_2160P-2b2d,2160,3840,30,3.906
Vlog_2160P-3019,2160,3840,30,4.578
Vlog_2160P-327a,2160,3840,30,3.983
Vlog_2160P-408f,2160,3840,30,3.79
Vlog_2160P-416c,2160,3840,30,4.019
Vlog_2160P-4362,2160,3840,30,4.554
Vlog_2160P-4419,2160,3840,30,4.324
Vlog_2160P-4655,2160,3840,30,3.887
Vlog_2160P-4f98,2160,3840,30,3.47
Vlog_2160P-5874,2160,3840,30,4.101
Vlog_2160P-62b2,2160,3840,30,3.39
Vlog_2160P-6629,2160,3840,30,4.27
Vlog_2160P-6f92,2160,3840,30,3.886
Vlog_2160P-700c,2160,3840,30,3.881
Vlog_2160P-70d6,2160,3840,30,3.067
Vlog_2160P-7324,2160,3840,30,4.194
Vlog_2160P-77d8,2160,3840,30,3.667
Vlog_2160P-7b10,2160,3840,30,3.864
Vlog_2160P-7b5c,2160,3840,30,3.61
Vlog_2160P-7f05,2160,3840,30,3.111
Vlog_360P-1e5b,360,640,30,3.266
Vlog_360P-22a0,360,640,30,3.286
Vlog_360P-2973,360,640,30,2.902
Vlog_360P-2e9d,360,640,30,2.746
Vlog_360P-3121,360,640,30,2.775
Vlog_360P-3bc2,360,640,30,3.944
Vlog_360P-433e,360,640,30,3.198
Vlog_360P-4697,360,640,30,3.551
Vlog_360P-4795,360,640,30,2.479
Vlog_360P-76ae,360,640,30,2.606
Vlog_360P-7efe,360,640,30,2.912
Vlog_480P-0980,480,720,30,2.755
Vlog_480P-0ddc,480,720,30,4.075
Vlog_480P-1b39,480,640,30,2.325
Vlog_480P-206f,480,640,30,2.779
Vlog_480P-279d,480,720,30,3.373
Vlog_480P-2cad,480,720,30,3.244
Vlog_480P-34ba,480,640,30,3.666
Vlog_480P-476b,480,854,30,3.431
Vlog_480P-4beb,480,640,30,2.512
Vlog_480P-5275,480,640,30,3.12
Vlog_480P-535d,480,720,30,2.846
Vlog_480P-59dc,480,640,30,3.206
Vlog_480P-5e1c,480,640,30,2.581
Vlog_480P-6395,480,640,30,3.755
Vlog_480P-6c60,480,640,30,2.487
Vlog_480P-7237,480,854,30,3.89
Vlog_480P-7615,480,640,30,2.588
Vlog_480P-7754,480,854,30,3.944
Vlog_480P-7d0c,480,640,30,3.577
Vlog_720P-033a,720,1280,30,4.302
Vlog_720P-03d5,720,1280,30,3.605
Vlog_720P-03f9,720,1280,30,3.972
Vlog_720P-0d79,720,1280,30,3.805
Vlog_720P-11c5,720,1280,30,3.816
Vlog_720P-141f,720,1280,30,3.128
Vlog_720P-155f,720,1280,30,4.316
Vlog_720P-2929,720,1280,30,3.918
Vlog_720P-329f,720,1280,30,3.7
Vlog_720P-32b2,720,1280,30,4.365
Vlog_720P-372d,720,1280,30,4.047
Vlog_720P-3e9c,720,1280,30,3.882
Vlog_720P-4e3d,720,1280,30,2.743
Vlog_720P-5364,720,1280,30,2.794
Vlog_720P-60f8,720,1280,30,4.335
Vlog_720P-6d56,720,1280,30,3.776
